iter	RMSE
269	1.628227335
270	1.627554532
271	1.625948534
272	1.624972724
273	1.622976017
274	1.622074902
275	1.618817632
276	1.617877644
277	1.616833575
278	1.615349725
279	1.614897377
280	1.614238788
281	1.611698783
282	1.610441672
283	1.608410932
284	1.607785353
285	1.605216588
286	1.604569801
287	1.603725456
288	1.602713344
289	1.60239247
290	1.600284656
291	1.599300216
292	1.595822771
293	1.593838362
294	1.592542124
295	1.591444183
296	1.590271515
297	1.588408949
298	1.587451738
299	1.586996871
300	1.58469186
301	1.583484298
302	1.581713668
303	1.579846405
304	1.577598806
305	1.577139451
306	1.573497334
307	1.572713089
308	1.571699906
309	1.571369631
310	1.570006966
311	1.569029376
312	1.568704622
313	1.567799104
314	1.565459173
315	1.563379168
316	1.562047677
317	1.56011799
318	1.55870001
319	1.556878873
320	1.553249017
321	1.551188789
322	1.550971465
323	1.550543365
324	1.549700166
325	1.549536881
326	1.549429806
327	1.547368025
328	1.54688795
329	1.54540032
330	1.544074724
331	1.540644469
332	1.539369938
333	1.538961254
334	1.537969353
335	1.535598779
336	1.534343244
337	1.532615919
338	1.531182567
339	1.529521983
340	1.529389844
341	1.529295479
342	1.528371138
343	1.528233363
344	1.526657779
345	1.526568026
346	1.524534711
347	1.523245216
348	1.52133415
349	1.520251754
350	1.518167384
351	1.517957338
352	1.51785677
353	1.51776633
354	1.515188632
355	1.512983663
356	1.511923479
357	1.511714018
358	1.510651228
359	1.508427274
360	1.50792279
361	1.507020686
362	1.506544551
363	1.505991892
364	1.505736814
365	1.504527001
366	1.503075192
367	1.501903507
368	1.501771436
369	1.499450299
370	1.49854973
371	1.4971649
372	1.49701874
373	1.495395681
374	1.494766545
375	1.493446026
376	1.492123018
377	1.491122975
378	1.489442653
379	1.488337986
380	1.487645065
381	1.486746684
382	1.484511286
383	1.483596819
384	1.483321222
385	1.48194235
386	1.481050487
387	1.480428797
388	1.480143993
389	1.479562361
390	1.47904029
391	1.477641799
392	1.475669092
393	1.474272404
394	1.47271899
395	1.470918724
396	1.468638156
397	1.467410046
398	1.465460523
399	1.464600208
400	1.46404758
401	1.462101079
402	1.461521602
403	1.460734024
404	1.46034741
405	1.4601654
406	1.458752918
407	1.457113123
408	1.455111754
409	1.45396805
410	1.453379491
411	1.450804138
412	1.449178227
413	1.448019147
414	1.447747049
415	1.446563094
416	1.445412491
417	1.445308084
418	1.44406679
419	1.443204965
420	1.44204211
421	1.441968428
422	1.43928528
423	1.438944513
424	1.437486645
425	1.436911735
426	1.435521029
427	1.433658489
428	1.433572516
429	1.433106654
430	1.433019652
431	1.430784919
432	1.428371602
433	1.427651385
434	1.426248241
435	1.42433487
436	1.422838684
437	1.422664227
438	1.421816062
439	1.420390409
440	1.419477574
441	1.418277382
442	1.416381235
443	1.414406155
444	1.414337127
445	1.412586154
446	1.411494742
447	1.409199858
448	1.407447109
449	1.405841514
450	1.405363358
451	1.402467151
452	1.40063319
453	1.399698982
454	1.398090182
455	1.396713788
456	1.395866402
457	1.395635795
458	1.393633094
459	1.392312642
460	1.390347943
461	1.389035665
462	1.387853101
463	1.386636041
464	1.385041662
465	1.384625586
466	1.381388637
467	1.380371186
468	1.378434051
469	1.376766841
470	1.373904203
471	1.372435354
472	1.371558279
473	1.370540205
474	1.369279353
475	1.368299833
476	1.368216617
477	1.366982216
478	1.366046696
479	1.365020051
480	1.364314926
481	1.36342349
482	1.362529762
483	1.36072557
484	1.360054152
485	1.359134166
486	1.357737335
487	1.35750815
488	1.356634294
489	1.355033563
490	1.354085104
491	1.353231622
492	1.352749182
493	1.352098754
494	1.350774604
495	1.349470878
496	1.348941498
497	1.348016422
498	1.34794612
499	1.345927446
500	1.343862828
501	1.34303784
502	1.342234899
503	1.340824402
504	1.339371495
505	1.337491159
506	1.336644158
507	1.336055206
508	1.335269774
509	1.333865312
510	1.332867386
511	1.332202001
512	1.331530971
513	1.330127193
514	1.328830598
515	1.328081901
516	1.328012869
517	1.326587075
518	1.326068612
519	1.324465502
520	1.323363061
521	1.322631022
522	1.32135552
523	1.319991802
524	1.317504893
525	1.316747134
526	1.314517407
527	1.313841948
528	1.312235588
529	1.311730139
530	1.310774099
531	1.309418202
532	1.308134961
533	1.307644446
534	1.305260395
535	1.304220678
536	1.302736737
537	1.301921339
538	1.301442024
539	1.300320337
540	1.29947708
541	1.298717886
542	1.297447598
543	1.296475845
544	1.295511511
545	1.293856308
546	1.292811692
547	1.291588925
548	1.291033207
549	1.290139259
550	1.288570154
551	1.287903311
552	1.28702648
553	1.285740227
554	1.283739108
555	1.282664709
556	1.281560149
557	1.280999491
558	1.279666907
559	1.278027521
560	1.276867207
561	1.27590301
562	1.274819354
563	1.272902026
564	1.271239827
565	1.270499737
566	1.269714935
567	1.268905623
568	1.268263217
569	1.267975518
570	1.266696887
571	1.264682375
572	1.263401632
573	1.262683193
574	1.261449813
575	1.260780674
576	1.259555898
577	1.259152035
578	1.258459464
579	1.257903021
580	1.257277703
581	1.256521339
582	1.255701825
583	1.254801814
584	1.25376386
585	1.252943787
586	1.252280223
587	1.25136172
588	1.249552112
589	1.247825532
590	1.246533724
591	1.245856554
592	1.245498182
593	1.244763709
594	1.24351809
595	1.242777376
596	1.241834538
597	1.24083846
598	1.23988466
599	1.239057282
600	1.239013903
601	1.238366901
602	1.237970533
603	1.236749578
604	1.235596595
605	1.234607838
606	1.233404433
607	1.23276027
608	1.232231644
609	1.231314617
610	1.230808865
611	1.229476648
612	1.227968155
613	1.227878575
614	1.227214985
615	1.226704882
616	1.22634736
617	1.225777236
618	1.225543368
619	1.224956218
620	1.224261456
621	1.223465795
622	1.222974513
623	1.22193435
624	1.219264966
625	1.217084996
626	1.216988382
627	1.216097789
628	1.216045085
629	1.215647992
630	1.21413892
631	1.213107008
632	1.211509825
633	1.209334999
634	1.207936051
635	1.207846305
636	1.20716842
637	1.205789949
638	1.205029161
639	1.204346416
640	1.202395317
641	1.201323624
642	1.200518332
643	1.19953611
644	1.198511887
645	1.19756654
646	1.197205302
647	1.196231993
648	1.195809908
649	1.194739869
650	1.194339014
651	1.193580473
652	1.192766355
653	1.191669167
654	1.191386921
655	1.190121798
656	1.189257691
657	1.18905187
658	1.188706982
659	1.188558574
660	1.18750015
661	1.187008372
662	1.186043351
663	1.185680191
664	1.184648023
665	1.183570709
666	1.182962636
667	1.182493684
668	1.181541434
669	1.18084964
670	1.180154832
671	1.179515837
672	1.177938158
673	1.17662135
674	1.175828574
675	1.174374853
676	1.173942849
677	1.173389678
678	1.173115344
679	1.172318209
680	1.172153852
681	1.171782822
682	1.171202555
683	1.169977558
684	1.169636353
685	1.167915209
686	1.167058993
687	1.166675812
688	1.165506539
689	1.16497207
690	1.164387299
691	1.163435519
692	1.162306339
693	1.16164913
694	1.160046902
695	1.159489099
696	1.158019753
697	1.157761445
698	1.157458133
699	1.157035104
700	1.156421894
701	1.15511575
702	1.154038967
703	1.153355466
704	1.152043874
705	1.151557476
706	1.150257849
707	1.149706385
708	1.14869145
709	1.148216257
710	1.147737821
711	1.147495218
712	1.146604061
713	1.145964182
714	1.145191806
715	1.14447764
716	1.144384833
717	1.143534214
718	1.142817124
719	1.142627915
720	1.141920936
721	1.140699168
722	1.139568686
723	1.138706581
724	1.13765484
725	1.136946039
726	1.135553119
727	1.134661167
728	1.134382892
729	1.133112897
730	1.132145996
731	1.131573392
732	1.130040406
733	1.129100866
734	1.128488752
735	1.128400392
736	1.126731586
737	1.124998047
738	1.124377312
739	1.122476592
740	1.120970061
741	1.120605213
742	1.120063219
743	1.118942176
744	1.117920756
745	1.117650214
746	1.117395106
747	1.116556981
748	1.115603955
749	1.115366975
750	1.115128856
751	1.114795379
752	1.113484574
753	1.11297517
754	1.111927916
755	1.110440169
756	1.109862031
757	1.10966787
758	1.109379398
759	1.108257588
760	1.107034072
761	1.106387082
762	1.105298785
763	1.104311903
764	1.102980501
765	1.10190535
766	1.101465668
767	1.100522479
768	1.099519537
769	1.098381099
770	1.097773246
771	1.096621142
772	1.095450157
773	1.095077357
774	1.094623496
775	1.093484681
776	1.092877871
777	1.092294199
778	1.091552914
779	1.090793006
780	1.089934023
781	1.089622081
782	1.089117921
783	1.088817722
784	1.087660538
785	1.086939554
786	1.086472346
787	1.085503656
788	1.084170132
789	1.083768078
790	1.083434225
791	1.082745054
792	1.082163132
793	1.081388053
794	1.080771292
795	1.080320889
796	1.079464478
797	1.078936737
798	1.07845738
799	1.077936988
800	1.076155488
801	1.075570374
802	1.074739818
803	1.073722318
804	1.073131536
805	1.072180921
806	1.071212574
807	1.070700105
808	1.069805933
809	1.068694269
810	1.068387572
811	1.067843581
812	1.06758142
813	1.066814537
814	1.066127985
815	1.06535338
816	1.064700822
817	1.063636601
818	1.063226195
819	1.062606221
820	1.061783396
821	1.061098246
822	1.060670246
823	1.059865556
824	1.059167114
825	1.05861635
826	1.057635592
827	1.057605646
828	1.056835208
829	1.056253603
830	1.055076169
831	1.053481229
832	1.052812271
833	1.051990587
834	1.05103051
835	1.050188876
836	1.04976674
837	1.048900862
838	1.048345231
839	1.047764117
840	1.047167982
841	1.046567508
842	1.045613118
843	1.044815118
844	1.044259336
845	1.043429212
846	1.042479906
847	1.041625645
848	1.041043812
849	1.040554002
850	1.039801025
851	1.039513285
852	1.038449651
853	1.037983155
854	1.037367312
855	1.037026415
856	1.035614607
857	1.035188676
858	1.03474718
859	1.03422584
860	1.033434804
861	1.032547837
862	1.031568192
863	1.030307953
864	1.029463044
865	1.029032435
866	1.028282855
867	1.027236295
868	1.025682589
869	1.024098736
870	1.023810369
871	1.022891216
872	1.022123797
873	1.021586781
874	1.021071485
875	1.020901074
876	1.019985611
877	1.019946485
878	1.018893333
879	1.018235465
880	1.01809885
881	1.018034986
882	1.017198451
883	1.015896803
884	1.014320108
885	1.013671556
886	1.012602118
887	1.012064091
888	1.011208177
889	1.010576393
890	1.009954394
891	1.008833979
892	1.008260765
893	1.007345146
894	1.00635278
895	1.005682371
896	1.004816159
897	1.00428758
898	1.004041317
899	1.003234208
900	1.002868061
901	1.002194202
902	1.001623195
903	1.001070721
904	1.000297069
905	0.9993898489
906	0.9985231772
907	0.9981008997
908	0.9969032
909	0.9959587526
910	0.9954877672
911	0.9944719271
912	0.9928387301
913	0.9922904232
914	0.9913532014
915	0.9907929578
916	0.9896651609
917	0.9887285905
918	0.9882105489
919	0.9877908774
920	0.9867863847
921	0.9859373307
922	0.9849944974
923	0.9840753456
924	0.9830388045
925	0.982182706
926	0.9820769577
927	0.9808799944
928	0.9805503339
929	0.9802033946
930	0.9792107894
931	0.9783952996
932	0.977512042
933	0.9766547574
934	0.9760920443
935	0.9749239214
936	0.9747097932
937	0.9743620352
938	0.9731246728
939	0.9727173892
940	0.9719919985
941	0.9717039706
942	0.9714064798
943	0.9703740063
944	0.9701600787
945	0.9693239851
946	0.9689910627
947	0.9679730734
948	0.9671123711
949	0.9666737529
950	0.9664217488
951	0.9660635661
952	0.9648858314
953	0.9642003426
954	0.9636458702
955	0.9627370822
956	0.9619279402
957	0.9607631177
958	0.9602769853
959	0.959392646
960	0.9582703769
961	0.9576773877
962	0.9574277896
963	0.9565425257
964	0.956093262
965	0.9554618142
966	0.9549314404
967	0.9544452685
968	0.9532387844
969	0.9524715507
970	0.951789474
971	0.9510654365
972	0.9506896914
973	0.9503032879
974	0.9499341415
975	0.9494015382
976	0.9490305029
977	0.9483960308
978	0.9478446136
979	0.947270928
980	0.9461297712
981	0.9449033039
982	0.9444245228
983	0.94408435
984	0.9436221815
985	0.9433368644
986	0.942211812
987	0.9417623092
988	0.9410127036
989	0.9403069969
990	0.9393278196
991	0.9382580727
992	0.9379854975
993	0.9375334768
994	0.9370222365
995	0.9367584223
996	0.936328557
997	0.935368617
998	0.9347048815
999	0.9341473223
1000	0.9334487801
1001	0.9331779697
1002	0.9327841428
1003	0.9317960152
1004	0.9311616816
1005	0.9306615187
1006	0.9299471623
1007	0.9295784265
1008	0.9291913332
1009	0.9284658852
1010	0.9278173062
1011	0.9267114118
1012	0.9257772868
1013	0.9251479484
1014	0.9245352196
1015	0.9241447543
1016	0.9236334115
1017	0.9230658845
1018	0.9225212023
1019	0.9209042738
1020	0.9204131419
1021	0.9197979743
1022	0.9190507407
1023	0.9188194037
1024	0.918425544
1025	0.9174792062
1026	0.9170174944
1027	0.9158084616
1028	0.9154241958
1029	0.9149649808
1030	0.9146210213
1031	0.9139930203
1032	0.9129839708
1033	0.9121750224
1034	0.9114696034
1035	0.911089531
1036	0.9105775544
1037	0.9102682732
1038	0.9098470435
1039	0.9088681692
1040	0.9078901404
1041	0.9072265753
1042	0.9066616332
1043	0.9062460494
1044	0.9047314219
1045	0.9037553853
1046	0.9034173284
1047	0.9022904105
1048	0.9016432492
1049	0.9008791403
1050	0.8999754629
1051	0.8992108112
1052	0.898989352
1053	0.8984185099
1054	0.8981395863
1055	0.8972425749
1056	0.8966568536
1057	0.8951048022
1058	0.8944856274
1059	0.8937362822
1060	0.8934882297
1061	0.8925565148
1062	0.8921589333
1063	0.8919260937
1064	0.8914429571
1065	0.8902597698
1066	0.890049405
1067	0.8891980698
1068	0.8884951981
1069	0.8876720975
1070	0.8874655205
1071	0.8863542934
1072	0.8850052834
1073	0.8844036831
1074	0.8842163991
1075	0.8832602616
1076	0.882526124
1077	0.8823181634
1078	0.8816344207
1079	0.8812369508
1080	0.8801712697
1081	0.8799960853
1082	0.8791061408
1083	0.8787926406
1084	0.8782082189
1085	0.8779572753
1086	0.877350132
1087	0.8771630501
1088	0.8769443176
1089	0.8755601293
1090	0.874910045
1091	0.8745252078
1092	0.8743393058
1093	0.874034803
1094	0.8738396718
1095	0.8735664135
1096	0.8733329058
1097	0.8728161526
1098	0.8718606205
1099	0.8712104464
1100	0.8707566597
1101	0.8702850846
1102	0.8698455523
1103	0.8693609841
1104	0.8674547091
1105	0.8666378779
1106	0.8664486654
1107	0.866281929
1108	0.8659502424
1109	0.8648131885
1110	0.8641768772
1111	0.8638870863
1112	0.8630359328
1113	0.8624347338
1114	0.8623033399
1115	0.8620059656
1116	0.8618163001
1117	0.8615235546
1118	0.8610533558
1119	0.8605915764
1120	0.8597149959
1121	0.8592982163
1122	0.8586872758
1123	0.858304634
1124	0.8577293886
1125	0.8566807179
1126	0.8559077537
1127	0.8553639745
1128	0.8547417592
1129	0.8543398343
1130	0.8537051449
1131	0.8534881167
1132	0.8526907521
1133	0.8521769992
1134	0.8517947306
1135	0.8510338758
1136	0.8502433329
1137	0.8499852091
1138	0.8493020204
1139	0.8489044685
1140	0.8481417718
1141	0.8470422043
1142	0.8458405254
1143	0.8455532281
1144	0.8443739379
1145	0.8435617629
1146	0.8426094049
1147	0.8420483218
1148	0.8416220672
1149	0.8411711997
1150	0.8406294014
1151	0.8398195104
1152	0.8393007317
1153	0.8388389169
1154	0.8384679642
1155	0.8382427966
1156	0.8378220729
1157	0.8370010954
1158	0.8363637357
1159	0.8359606819
1160	0.8355700526
1161	0.834654488
1162	0.8338115435
1163	0.8326417928
1164	0.8319413129
1165	0.8311334409
1166	0.8308006613
1167	0.8304066068
1168	0.8303087704
1169	0.8293994133
1170	0.8289777246
1171	0.8280943258
1172	0.8277005826
1173	0.8273862785
1174	0.8266658907
1175	0.8258929132
1176	0.824979293
1177	0.8246475882
1178	0.8244145737
1179	0.8236973454
1180	0.8236149231
1181	0.8231602513
1182	0.8228114834
1183	0.8224601365
1184	0.8222742584
1185	0.8220170502
1186	0.821690262
1187	0.8212958017
1188	0.8208164247
1189	0.820232636
1190	0.8194846609
1191	0.8186981514
1192	0.8180793682
1193	0.8176662541
1194	0.8171884624
1195	0.816636557
1196	0.8159522247
1197	0.8150491164
1198	0.8146871068
1199	0.8143047067
1200	0.8138355811
1201	0.8136649803
1202	0.8132134408
1203	0.8127299552
1204	0.8123641364
1205	0.812039704
1206	0.8114897087
1207	0.8106011651
1208	0.8104189664
1209	0.8096351179
1210	0.8090628378
1211	0.8089564896
1212	0.8081542027
1213	0.8074578547
1214	0.8071953749
1215	0.8064472067
1216	0.8059839455
1217	0.8049543649
1218	0.8045089891
1219	0.8035492136
1220	0.8032225151
1221	0.8027810486
1222	0.8021413637
1223	0.8019386977
1224	0.8013242187
1225	0.8007983841
1226	0.800296379
1227	0.7993885012
1228	0.7992295875
1229	0.7988416119
1230	0.798689576
1231	0.7981291272
1232	0.7973936409
1233	0.7969973752
1234	0.7966317941
1235	0.7960276315
1236	0.79555706
1237	0.795008837
1238	0.7944260653
1239	0.7935863623
1240	0.7934708596
1241	0.7931345141
1242	0.7929502744
1243	0.79267421
1244	0.7919078445
1245	0.7912967178
1246	0.7906496445
1247	0.7900979646
1248	0.789312999
1249	0.7888787796
1250	0.7884736291
1251	0.7878490847
1252	0.7868421992
1253	0.7862551904
1254	0.7858124963
1255	0.7854247117
1256	0.7850802529
1257	0.7845429258
1258	0.7839102299
1259	0.7835848187
1260	0.78308566
1261	0.782537744
1262	0.7819915221
1263	0.7817378238
1264	0.7808496893
1265	0.780743591
1266	0.7804985322
1267	0.7804127123
1268	0.7802472311
1269	0.779966375
1270	0.7792229453
1271	0.7788845397
1272	0.7786156151
1273	0.7781982991
1274	0.7779804403
1275	0.7773240071
1276	0.7768431495
1277	0.7762297754
1278	0.7759431232
1279	0.7755103214
1280	0.7747108515
1281	0.7742528669
1282	0.7738533508
1283	0.7733403266
1284	0.7727329812
1285	0.771979356
1286	0.7713854762
1287	0.7708814676
1288	0.7704414719
1289	0.7702838192
1290	0.7697776214
1291	0.7693112593
1292	0.7688418416
1293	0.7682355381
1294	0.7674527986
1295	0.7670656741
1296	0.7667355839
1297	0.7665583847
1298	0.7658847513
1299	0.7652910135
1300	0.7649441103
1301	0.7644156231
1302	0.7642082664
1303	0.76359735
1304	0.7631390959
1305	0.7629832424
1306	0.7622877351
1307	0.7619017771
1308	0.7615050155
1309	0.7613790693
1310	0.7609503212
1311	0.7606199851
1312	0.76019171
1313	0.7597741869
1314	0.7592342805
1315	0.7586192078
1316	0.7580080146
1317	0.7576030906
1318	0.7574623888
1319	0.7568307744
1320	0.7564056677
1321	0.7559971208
1322	0.7552676971
1323	0.7546494589
1324	0.7540493664
1325	0.7536422363
1326	0.7531346553
1327	0.752487774
1328	0.7519127335
1329	0.7514726591
1330	0.7511822635
1331	0.7506607206
1332	0.7505415658
1333	0.7495472668
1334	0.7490341574
1335	0.748390446
1336	0.7474392083
1337	0.7471077063
1338	0.7465999471
1339	0.7459867398
1340	0.745544813
1341	0.7454186918
1342	0.7448939092
1343	0.7440806904
1344	0.7430908237
1345	0.7426207033
1346	0.7423293333
1347	0.741835182
1348	0.7414752362
1349	0.7409123399
1350	0.740507564
1351	0.7399919896
1352	0.7394033272
1353	0.7389944715
1354	0.7387594001
1355	0.7381753724
1356	0.7379545869
1357	0.7375818721
1358	0.7372070281
1359	0.7368459644
1360	0.7362736131
1361	0.7355174858
1362	0.7348489179
1363	0.7340854798
1364	0.7338599455
1365	0.7333645194
1366	0.7327166487
1367	0.7322695803
1368	0.7318150206
1369	0.7310392561
1370	0.7307863338
1371	0.7301612386
1372	0.7296569255
1373	0.7295055657
1374	0.7291059902
1375	0.7286875205
1376	0.7281210073
1377	0.7279069719
1378	0.7274503135
1379	0.7273582038
1380	0.7267298144
1381	0.7262854861
1382	0.7259343107
1383	0.7256569006
1384	0.7250636064
1385	0.7245090773
1386	0.724136393
1387	0.7235111788
1388	0.7228086065
1389	0.7224210161
1390	0.7218592179
1391	0.7211389248
1392	0.7209680049
1393	0.7207207682
1394	0.7201906097
1395	0.719680199
1396	0.7193749422
1397	0.7185631998
1398	0.7177396446
1399	0.7171481665
1400	0.7167177836
1401	0.7164562483
1402	0.7162152373
1403	0.7159408266
1404	0.7157820117
1405	0.7155236206
1406	0.7154455844
1407	0.7152576958
1408	0.7143419524
1409	0.7135056847
1410	0.7133019325
1411	0.7132156861
1412	0.7130654214
1413	0.7121918859
1414	0.7118103333
1415	0.7113421431
1416	0.7109751964
1417	0.7106256114
1418	0.710115549
1419	0.7097534989
1420	0.709184494
1421	0.7087120354
1422	0.7084221643
1423	0.7080565801
1424	0.7076899362
1425	0.7071866511
1426	0.7065669382
1427	0.7065561158
1428	0.7059193006
1429	0.7054089748
1430	0.7052219529
1431	0.7048262418
1432	0.7042872754
1433	0.7040054134
1434	0.7037553017
1435	0.7032085322
1436	0.7022500229
1437	0.7017441558
1438	0.7014577898
1439	0.7012464157
1440	0.7007411845
1441	0.7004994447
1442	0.7002748884
1443	0.6998018473
1444	0.69950828
1445	0.6992891645
1446	0.6990003755
1447	0.6985357722
1448	0.6983873048
1449	0.6980570507
1450	0.6977691451
1451	0.6977538117
1452	0.6977428035
1453	0.6971024902
1454	0.6969546146
1455	0.6965485556
1456	0.6960818467
1457	0.6952898622
1458	0.6945204756
1459	0.6937504552
1460	0.6932219474
1461	0.6928661722
1462	0.692578199
1463	0.6923396086
1464	0.6923259287
1465	0.6920196354
1466	0.6914921653
1467	0.6911299103
1468	0.6904934663
1469	0.6900945369
1470	0.689546743
1471	0.6893712058
1472	0.6891165129
1473	0.688760749
1474	0.6885207666
1475	0.6879762669
1476	0.6876406513
1477	0.6870032271
1478	0.6866934801
1479	0.6863848716
1480	0.6851644788
1481	0.6845138523
1482	0.683986239
1483	0.6833971643
1484	0.6830453904
1485	0.6827012335
1486	0.6822077717
1487	0.6821963218
1488	0.6818201837
1489	0.6815056786
1490	0.6809278828
1491	0.6806483851
1492	0.6801426685
1493	0.6798719935
1494	0.6794472875
1495	0.6789151177
1496	0.6785107358
1497	0.6784440823
1498	0.6780991915
1499	0.6771710459
